TAD 1	Chr: 2L	EpiClass: Active
	FBgn0031213	710
	FBgn0031214	7
	FBgn0002931	185
	FBgn0031216	2023
	FBgn0031217	2375
	FBgn0026787	730
	FBgn0005278	4835
	FBgn0031219	10
	FBgn0031220	9878
	FBgn0025683	7197
	FBgn0001142	2648
	FBgn0051976	10
	FBgn0051975	528
	FBgn0051974	133
	FBgn0031224	396
	FBgn0259818	87
	FBgn0031227	214
	FBgn0031228	1435
	FBgn0031229	943
END

TAD 2	Chr: 2L	EpiClass: Null
	FBgn0053635	125
	FBgn0016977	7376
	FBgn0031231	597
	FBgn0031232	23
	FBgn0031233	653
	FBgn0086902	11972
	FBgn0031235	8
END

TAD 3	Chr: 2L	EpiClass: Active
	FBgn0022246	321
	FBgn0031238	374
	FBgn0031239	10
	FBgn0031240	4
	FBgn0086912	779
	FBgn0086856	374
	FBgn0086855	1038
	FBgn0003444	672
	FBgn0031244	238
	FBgn0031245	25
	FBgn0025686	2
	FBgn0031247	300
	FBgn0017457	1480
	FBgn0024352	8422
END

TAD 4	Chr: 2L	EpiClass: HP1_centromeric
	FBgn0020622	1807
	FBgn0004611	815
	FBgn0031248	0
	FBgn0031249	1
	FBgn0053127	0
	FBgn0051920	3
	FBgn0045202	3
	FBgn0051921	4
	FBgn0031250	827
	FBgn0000061	0
	FBgn0031251	21
	FBgn0003278	2195
	FBgn0015567	7289
	FBgn0023444	3060
	FBgn0031252	1230
	FBgn0002593	80635
	FBgn0031253	640
END

TAD 5	Chr: 2L	EpiClass: HP1_centromeric
	FBgn0031254	539
	FBgn0031255	480
	FBgn0004583	6086
	FBgn0015924	3132
	FBgn0031256	10056
	FBgn0031257	136
	FBgn0031258	907
END

TAD 6	Chr: 2L	EpiClass: Active
	FBgn0027592	10578
	FBgn0043364	3948
END

TAD 7	Chr: 2L	EpiClass: PcG
	FBgn0003963	4106
	FBgn0010602	10025
END

TAD 8	Chr: 2L	EpiClass: PcG
	FBgn0031260	11147
	FBgn0031261	1346
	FBgn0005660	1052
	FBgn0031262	1102
	FBgn0031263	10711
	FBgn0031264	75
	FBgn0031265	1636
	FBgn0021874	3272
	FBgn0031266	3329
	FBgn0031267	1845
	FBgn0031268	497
	FBgn0013323	11
	FBgn0023489	36
	FBgn0010323	0
	FBgn0031270	256
	FBgn0040106	0
	FBgn0040107	0
	FBgn0031273	3
	FBgn0000497	3
	FBgn0011244	0
	FBgn0026438	0
	FBgn0031275	3
	FBgn0031276	0
	FBgn0040725	2
	FBgn0031277	2
	FBgn0041250	0
	FBgn0031279	2
	FBgn0000442	170
END

TAD 9	Chr: 2L	EpiClass: Active
	FBgn0051658	212
	FBgn0086130	447
	FBgn0031281	292
	FBgn0031282	214
	FBgn0031283	25
	FBgn0031284	405
	FBgn0015621	580
	FBgn0031285	3296
END

TAD 10	Chr: 2L	EpiClass: Active
	FBgn0031286	429
	FBgn0010583	1353
	FBgn0020304	3875
	FBgn0031287	462
END

TAD 11	Chr: 2L	EpiClass: Active
	FBgn0020545	1658
	FBgn0031288	0
	FBgn0031289	0
	FBgn0029095	3247
	FBgn0086031	26
	FBgn0020305	982
	FBgn0053526	3372
END

TAD 12	Chr: 2L	EpiClass: Null
	FBgn0002936	6
	FBgn0031292	10
	FBgn0002563	7
	FBgn0003916	0
	FBgn0046113	0
	FBgn0028481	0
	FBgn0031294	166
	FBgn0031295	6
	FBgn0031296	3902
	FBgn0003310	1547
	FBgn0015905	1264
END

TAD 13	Chr: 2L	EpiClass: Active
	FBgn0031298	1721
	FBgn0031299	254
	FBgn0054016	0
	FBgn0031300	1539
END

TAD 14	Chr: 2L	EpiClass: Active
	FBgn0031301	12
	FBgn0031302	0
	FBgn0016926	1187
	FBgn0031304	2377
	FBgn0031305	5
	FBgn0031306	3
	FBgn0031307	864
	FBgn0031308	380
	FBgn0031309	764
	FBgn0031310	2073
	FBgn0028388	11523
	FBgn0031312	2058
	FBgn0031313	210
	FBgn0031314	545
	FBgn0031315	438
	FBgn0024314	3041
	FBgn0051922	90
	FBgn0031317	1618
	FBgn0031318	2075
	FBgn0031319	1069
	FBgn0031320	340
	FBgn0031321	399
END

TAD 15	Chr: 2L	EpiClass: Null
	FBgn0031322	7
	FBgn0031323	2
	FBgn0040723	10
	FBgn0031324	0
	FBgn0259229	0
	FBgn0031327	0
	FBgn0041097	0
	FBgn0011294	0
	FBgn0031331	0
	FBgn0053923	0
	FBgn0053922	0
	FBgn0026141	0
	FBgn0031332	0
	FBgn0031333	0
	FBgn0051924	2
	FBgn0031335	0
	FBgn0051659	0
	FBgn0053126	25
	FBgn0031337	209
	FBgn0002543	4875
	FBgn0003926	1
	FBgn0051928	0
	FBgn0053128	2
	FBgn0051926	3
	FBgn0051661	0
	FBgn0031343	0
	FBgn0031344	418
	FBgn0031345	0
	FBgn0001174	0
	FBgn0026398	0
	FBgn0026397	0
	FBgn0031349	42
	FBgn0031347	9
	FBgn0051935	388
	FBgn0031351	235
	FBgn0021906	8258
END

TAD 16	Chr: 2L	EpiClass: Active
	FBgn0086758	1858
	FBgn0011570	3910
	FBgn0031356	2400
	FBgn0031357	562
	FBgn0086698	908
	FBgn0031359	1481
	FBgn0000579	18362
END

TAD 17	Chr: 2L	EpiClass: Null
	FBgn0051938	767
	FBgn0031360	1622
	FBgn0031361	248
	FBgn0031362	104
	FBgn0027597	470
	FBgn0031364	0
	FBgn0041249	0
	FBgn0031365	12
	FBgn0045497	0
	FBgn0045498	None
	FBgn0045499	0
	FBgn0045500	0
	FBgn0045501	0
	FBgn0051933	0
	FBgn0051664	0
	FBgn0031367	0
	FBgn0051665	0
	FBgn0051663	3
	FBgn0031372	2
	FBgn0031373	0
END

TAD 18	Chr: 2L	EpiClass: PcG
	FBgn0031374	1228
	FBgn0011859	1
	FBgn0040719	0
	FBgn0053673	0
	FBgn0031375	4
	FBgn0051942	0
END

TAD 19	Chr: 2L	EpiClass: Active
	FBgn0031376	3728
	FBgn0031377	1203
	FBgn0031378	256
	FBgn0031379	1006
	FBgn0001125	4959
	FBgn0031381	728
END

TAD 20	Chr: 2L	EpiClass: Null
	FBgn0043539	0
	FBgn0053543	0
	FBgn0040718	0
	FBgn0040717	0
	FBgn0051943	0
	FBgn0051944	0
	FBgn0031384	191
	FBgn0051939	0
	FBgn0051940	0
	FBgn0051669	0
	FBgn0011860	0
	FBgn0259192	5
	FBgn0259230	0
END

TAD 21	Chr: 2L	EpiClass: Null
	FBgn0003557	3679
	FBgn0028952	215
	FBgn0026396	4
	FBgn0053516	18
	FBgn0031388	0
	FBgn0031389	105
END

TAD 22	Chr: 2L	EpiClass: Active
	FBgn0004507	692
	FBgn0031390	3168
	FBgn0031391	787
	FBgn0027509	2906
	FBgn0031392	1523
	FBgn0031393	24
	FBgn0000097	3604
	FBgn0051946	0
	FBgn0031395	442
	FBgn0085201	0
END

TAD 23	Chr: 2L	EpiClass: Null
	FBgn0051668	0
	FBgn0053124	0
	FBgn0031397	17
	FBgn0010288	1272
	FBgn0085203	48
	FBgn0031398	156
END

TAD 24	Chr: 2L	EpiClass: Active
	FBgn0040715	12
	FBgn0259717	280
	FBgn0031399	395
	FBgn0031401	1675
	FBgn0031403	219
	FBgn0010704	2261
	FBgn0031408	2847
END

TAD 25	Chr: 2L	EpiClass: Null
	FBgn0051679	3
	FBgn0052463	0
	FBgn0051682	0
	FBgn0031405	104
	FBgn0051686	5
	FBgn0011832	0
	FBgn0042186	2
	FBgn0042187	2
	FBgn0031406	0
	FBgn0031407	0
	FBgn0054049	0
	FBgn0250841	0
	FBgn0031409	0
	FBgn0051681	0
	FBgn0031410	0
	FBgn0028570	0
	FBgn0051949	0
	FBgn0031412	0
	FBgn0031413	148
	FBgn0031414	24
	FBgn0014010	5584
END

TAD 26	Chr: 2L	EpiClass: Active
	FBgn0028485	877
	FBgn0031417	0
	FBgn0031418	724
	FBgn0031419	67
	FBgn0031420	446
END

TAD 27	Chr: 2L	EpiClass: PcG
	FBgn0031421	238
	FBgn0031422	47
	FBgn0031423	0
	FBgn0031424	0
	FBgn0031426	0
	FBgn0051948	0
	FBgn0085477	0
	FBgn0085476	0
	FBgn0031428	139
	FBgn0000490	26
	FBgn0012017	0
	FBgn0012016	0
	FBgn0031429	15
	FBgn0015816	768
	FBgn0011818	494
	FBgn0031430	0
	FBgn0031431	0
	FBgn0031432	0
	FBgn0041337	3
END

TAD 28	Chr: 2L	EpiClass: Active
	FBgn0026778	20
	FBgn0085343	96
	FBgn0031434	52
	FBgn0031435	34
	FBgn0031436	723
	FBgn0031437	1283
	FBgn0026479	1473
	FBgn0250835	0
END

TAD 29	Chr: 2L	EpiClass: Null
	FBgn0031440	0
	FBgn0031441	0
	FBgn0053125	0
	FBgn0031442	0
	FBgn0026395	0
	FBgn0031443	0
	FBgn0031444	0
	FBgn0041248	0
	FBgn0051690	0
	FBgn0031446	0
	FBgn0031449	543
	FBgn0031450	1279
END

TAD 30	Chr: 2L	EpiClass: Active
	FBgn0031451	81
	FBgn0031452	248
	FBgn0250906	4156
	FBgn0031453	18214
	FBgn0031454	213
	FBgn0031455	198
	FBgn0031456	452
	FBgn0031457	429
	FBgn0031458	713
	FBgn0026324	408
	FBgn0028398	320
	FBgn0019830	1249
END

TAD 31	Chr: 2L	EpiClass: Null
	FBgn0031459	3336
	FBgn0031460	38
	FBgn0004242	3
	FBgn0031461	196
	FBgn0031462	0
	FBgn0031463	0
	FBgn0031464	196
	FBgn0031465	0
	FBgn0031466	0
	FBgn0031467	0
	FBgn0031468	5
	FBgn0031469	0
	FBgn0031470	303
	FBgn0031471	4
	FBgn0031472	0
	FBgn0031473	8
	FBgn0015521	8688
END

TAD 32	Chr: 2L	EpiClass: Active
	FBgn0031474	1871
	FBgn0051694	1837
	FBgn0031476	21
	FBgn0031478	449
	FBgn0031479	357
	FBgn0051950	103
	FBgn0028970	573
	FBgn0024947	1707
END

TAD 33	Chr: 2L	EpiClass: Active
	FBgn0041111	1390
	FBgn0010263	16
	FBgn0024920	5225
	FBgn0004584	2318
	FBgn0004176	1285
	FBgn0031483	933
	FBgn0031484	571
	FBgn0031485	328
	FBgn0250786	3806
	FBgn0025109	441
	FBgn0002989	392
	FBgn0025681	1426
	FBgn0031488	396
	FBgn0031489	119
	FBgn0031490	110
	FBgn0031491	664
	FBgn0031492	888
	FBgn0031493	1209
	FBgn0031494	116
	FBgn0031495	902
	FBgn0031496	6
	FBgn0031497	3029
	FBgn0031498	115
	FBgn0243513	23
	FBgn0031500	98
	FBgn0031501	13
	FBgn0042627	196
	FBgn0003934	11
	FBgn0027571	18242
	FBgn0015600	23
	FBgn0005779	0
	FBgn0031504	0
	FBgn0031505	1920
	FBgn0011648	937
	FBgn0031506	359
	FBgn0051953	0
	FBgn0014906	2188
	FBgn0011985	0
	FBgn0085435	82
	FBgn0011984	0
END

TAD 34	Chr: 2L	EpiClass: Null
	FBgn0051698	0
	FBgn0031512	0
	FBgn0085422	0
	FBgn0031513	0
	FBgn0031514	0
	FBgn0031515	2
	FBgn0031516	406
END

TAD 35	Chr: 2L	EpiClass: Null
	FBgn0031517	4
	FBgn0031518	7
	FBgn0031519	62
	FBgn0031520	0
	FBgn0053281	0
	FBgn0053282	0
	FBgn0031522	0
	FBgn0031523	0
	FBgn0020445	44
END

TAD 36	Chr: 2L	EpiClass: Null
	FBgn0031526	0
	FBgn0085423	1985
END

TAD 37	Chr: 2L	EpiClass: Null
	FBgn0031528	8
	FBgn0031529	667
	FBgn0016698	532
	FBgn0259949	0
	FBgn0259950	0
	FBgn0085204	0
	FBgn0031530	103
	FBgn0031531	0
	FBgn0051952	3
	FBgn0031533	10
END

TAD 38	Chr: 2L	EpiClass: Active
	FBgn0031534	1820
	FBgn0031535	459
	FBgn0031536	717
	FBgn0031537	591
	FBgn0031538	3151
	FBgn0005616	636
	FBgn0021967	1306
	FBgn0031540	266
END

TAD 39	Chr: 2L	EpiClass: Active
	FBgn0051776	7
	FBgn0051956	13
	FBgn0022073	544
END

TAD 40	Chr: 2L	EpiClass: Null
	FBgn0031542	0
	FBgn0014396	8
	FBgn0051954	0
	FBgn0053123	2282
	FBgn0031544	1324
	FBgn0031545	7
	FBgn0031546	6
	FBgn0031547	21
	FBgn0031548	28
	FBgn0031549	751
END

TAD 41	Chr: 2L	EpiClass: PcG
	FBgn0031550	0
	FBgn0024244	3
	FBgn0004892	0
	FBgn0002985	0
	FBgn0015663	205
	FBgn0031554	2
	FBgn0000721	1062
END

TAD 42	Chr: 2L	EpiClass: Null
	-	None
END

TAD 43	Chr: 2L	EpiClass: PcG
	FBgn0085369	0
	FBgn0259951	0
	FBgn0259953	0
	FBgn0259952	0
	FBgn0031558	0
	FBgn0031559	0
	FBgn0051779	0
	FBgn0031560	0
	FBgn0031561	0
	FBgn0031562	0
	FBgn0031563	0
	FBgn0259954	0
	FBgn0259955	0
	FBgn0259956	0
	FBgn0259957	0
	FBgn0031564	0
	FBgn0051778	3
	FBgn0051777	9
	FBgn0015376	305
	FBgn0051955	415
	FBgn0031566	788
	FBgn0040104	0
	FBgn0003386	0
	FBgn0031568	0
	FBgn0051959	0
	FBgn0051772	0
	FBgn0004893	934
	FBgn0051960	0
	FBgn0051958	0
	FBgn0031571	12
	FBgn0021800	167
	FBgn0031573	170
END

TAD 44	Chr: 2L	EpiClass: Null
	FBgn0003430	4
	FBgn0004567	0
	FBgn0031574	261
	FBgn0031575	517
	FBgn0051957	86
	FBgn0000256	1220
	FBgn0051774	0
	FBgn0051773	3
	FBgn0085205	0
	FBgn0031579	0
	FBgn0031580	14
	FBgn0031581	8
	FBgn0000547	102
	FBgn0086032	0
	FBgn0020376	0
	FBgn0014033	0
	FBgn0031585	0
	FBgn0026394	0
END

TAD 45	Chr: 2L	EpiClass: Null
	FBgn0051961	329
	FBgn0040102	4
	FBgn0031589	974
END

TAD 46	Chr: 2L	EpiClass: Active
	FBgn0001075	42
	FBgn0031590	3057
	FBgn0003941	22843
END

TAD 47	Chr: 2L	EpiClass: Null
	FBgn0031591	0
	FBgn0031592	0
	FBgn0010473	6
	FBgn0028482	15
END

TAD 48	Chr: 2L	EpiClass: Null
	FBgn0020762	708
	FBgn0031596	0
	FBgn0026319	1360
	FBgn0031597	193
	FBgn0031598	559
	FBgn0031599	306
	FBgn0027560	9
	FBgn0031600	651
	FBgn0022153	1874
	FBgn0053003	2
	FBgn0031601	285
	FBgn0031602	3
	FBgn0051963	0
	FBgn0085206	0
	FBgn0085207	0
END

TAD 49	Chr: 2L	EpiClass: Active
	FBgn0259958	3
	FBgn0031603	236
	FBgn0027609	609
	FBgn0031604	1084
	FBgn0025684	704
	FBgn0031606	717
	FBgn0031607	551
	FBgn0040705	0
	FBgn0019982	665
	FBgn0010410	37073
	FBgn0065053	6
	FBgn0053002	505
	FBgn0031608	159
END

TAD 50	Chr: 2L	EpiClass: Null
	FBgn0031609	508
	FBgn0031610	144
	FBgn0031611	355
	FBgn0011603	5
	FBgn0053196	5
	FBgn0031613	3
	FBgn0083938	0
	FBgn0031617	0
	FBgn0031619	0
	FBgn0031620	0
	FBgn0000227	0
	FBgn0031621	2
	FBgn0031622	0
	FBgn0085380	0
	FBgn0031623	171
	FBgn0031626	0
	FBgn0031627	0
END

TAD 51	Chr: 2L	EpiClass: PcG
	FBgn0031628	162
	FBgn0031629	0
END

TAD 52	Chr: 2L	EpiClass: Active
	FBgn0031630	9
	FBgn0031631	146
	FBgn0031632	12
	FBgn0031633	943
	FBgn0031634	21
	FBgn0031635	1165
	FBgn0031636	10
	FBgn0031637	1292
	FBgn0031638	370
END

TAD 53	Chr: 2L	EpiClass: Active
	FBgn0031639	529
	FBgn0031640	490
	FBgn0051660	15
	FBgn0000286	514
	FBgn0031643	1248
	FBgn0031644	0
	FBgn0031645	640
	FBgn0047314	6
	FBgn0031646	12
	FBgn0041150	666
	FBgn0031649	95
	FBgn0003372	156
	FBgn0031650	12
	FBgn0031651	431
	FBgn0015000	877
	FBgn0031652	102
	FBgn0031653	0
	FBgn0031654	2
	FBgn0020906	0
	FBgn0031655	288
	FBgn0083960	23
	FBgn0083961	783
