GeneID	Reads
FBgn0038690	6
FBgn0038691	2
FBgn0038692	263
FBgn0037418	0
FBgn0030377	0
FBgn0030376	4
FBgn0030375	0
FBgn0030374	0
FBgn0030373	699
FBgn0037412	0
FBgn0037411	0
FBgn0030370	2
FBgn0085377	394
FBgn0085376	53
FBgn0085375	149
FBgn0085374	0
FBgn0085373	136
FBgn0085372	208
FBgn0085371	0
FBgn0085370	2765
FBgn0036234	0
FBgn0036235	0
FBgn0033316	686
FBgn0036237	2055
FBgn0036230	2
FBgn0085379	0
FBgn0036233	0
FBgn0034509	0
FBgn0015271	212
FBgn0038960	0
FBgn0034858	1870
FBgn0034859	656
FBgn0034856	29
FBgn0034501	2712
FBgn0034502	2
FBgn0034503	437
FBgn0034504	2108
FBgn0034505	0
FBgn0034506	0
FBgn0034507	0
FBgn0052650	88
FBgn0036878	0
FBgn0038348	7
FBgn0038349	2160
FBgn0038346	157
FBgn0038347	890
FBgn0038344	1159
FBgn0038345	0
FBgn0038342	8
FBgn0038343	0
FBgn0038341	229
FBgn0030193	2
FBgn0002926	204
FBgn0030191	3
FBgn0002924	3669
FBgn0030196	564
FBgn0002921	18056
FBgn0030448	553
FBgn0029985	1737
FBgn0047000	0
FBgn0052227	82
FBgn0019990	935
FBgn0052226	1221
FBgn0032815	1198
FBgn0036872	0
FBgn0038975	75
FBgn0052220	0
FBgn0040582	0
FBgn0015781	676
FBgn0032817	1663
FBgn0010339	1815
FBgn0040585	0
FBgn0053700	0
FBgn0004507	622
FBgn0015789	5297
FBgn0040588	0
FBgn0053703	0
FBgn0010333	3658
FBgn0051804	0
FBgn0051805	0
FBgn0051806	0
FBgn0030998	0
FBgn0051800	323
FBgn0051802	0
FBgn0051803	8
FBgn0030993	5617
FBgn0030992	54
FBgn0030991	2191
FBgn0030990	3432
FBgn0030997	10
FBgn0051809	0
FBgn0030995	418
FBgn0030994	467
FBgn0004057	2540
FBgn0027621	491
FBgn0069947	0
FBgn0032819	474
FBgn0032042	527
FBtr0114236	0
FBgn0032040	36
FBgn0032047	150
FBtr0114232	0
FBtr0114233	0
FBgn0032049	2
FBgn0032048	2
FBtr0114238	0
FBtr0114239	0
FBgn0041188	1916
FBgn0053890	0
FBgn0036747	0
FBgn0053892	0
FBgn0053895	0
FBgn0259685	532
FBgn0053897	0
FBgn0053896	0
FBgn0041180	4475
FBgn0053898	0
FBgn0041182	2921
FBgn0041183	3
FBgn0041184	6266
FBgn0041186	1206
FBgn0031751	0
FBgn0035313	0
FBgn0011573	2187
FBgn0084036	0
FBgn0034580	5
FBgn0040670	13
FBgn0040673	3
FBgn0039907	1570
FBgn0053098	0
FBgn0032265	0
FBgn0034583	6666
FBgn0032590	60
FBgn0032593	0
FBgn0032260	0
FBgn0045827	0
FBgn0053093	7
FBgn0053092	12
FBgn0032599	1344
FBgn0053094	2478
FBgn0053097	1277
FBgn0039908	256
FBgn0041232	0
FBgn0041233	7
FBgn0041231	0
FBgn0041236	0
FBgn0041237	0
FBgn0041234	8
FBgn0041235	0
FBgn0041238	0
FBgn0041239	0
FBgn0086778	3
FBgn0086779	2709
FBgn0040679	0
FBgn0002543	3264
FBgn0002542	3330
FBgn0003145	0
FBgn0003140	0
FBgn0003882	897
FBgn0003638	718
FBgn0003149	0
FBgn0053278	0
FBgn0051963	0
FBgn0053276	251
FBgn0053271	0
FBgn0053270	0
FBgn0053272	0
FBgn0051961	285
FBgn0004188	0
FBgn0044510	726
FBgn0259682	13
FBgn0003889	4
FBgn0044511	516
FBgn0015277	1138
FBgn0022338	5100
FBgn0026718	772
FBgn0022359	390
FBgn0024958	4136
FBgn0024956	1348
FBgn0024957	2783
FBgn0031926	0
FBgn0035064	235
FBgn0038505	2
FBgn0038506	0
FBgn0038507	0
FBgn0035060	1138
FBgn0038501	562
FBgn0020248	4
FBgn0020249	1953
FBgn0020245	1016
FBgn0038508	0
FBgn0038509	0
FBgn0020240	1708
FBgn0051089	0
FBgn0033050	2214
FBgn0031811	0
FBgn0031762	1669
FBgn0031813	796
FBgn0031760	280
FBgn0031815	950
FBgn0031814	682
FBgn0031765	0
FBgn0031764	928
FBgn0031818	1164
FBgn0031769	2395
FBgn0031768	632
FBgn0052053	0
FBgn0052050	3
FBgn0052056	769
FBgn0052057	0
FBgn0052054	0
FBgn0052055	6
FBgn0028893	0
FBgn0028892	0
FBgn0028891	0
FBgn0028897	104
FBgn0028896	23
FBgn0028895	117
FBgn0028894	930
FBgn0033056	2
FBgn0010926	861
FBgn0031107	1562
FBgn0031106	756
FBgn0040004	0
FBgn0031104	0
FBgn0040002	848
FBgn0031101	0
FBgn0031100	0
FBgn0053664	0
FBgn0031109	0
FBgn0040009	954
FBgn0026143	513
FBgn0043070	3006
FBgn0053665	0
FBgn0026147	851
FBgn0040666	470
FBgn0026144	8
FBgn0026149	561
FBgn0026148	139
FBgn0083945	0
FBgn0082944	2
FBgn0082947	1
FBgn0052479	3195
FBgn0082946	0
FBgn0085586	0
FBgn0085661	38
FBgn0085660	0
FBgn0051122	1528
FBgn0051121	0
FBgn0051120	807
FBgn0040910	0
FBgn0051126	294
FBgn0051125	36
FBgn0040913	38
FBgn0051659	0
FBgn0051658	180
FBgn0051128	0
FBgn0040918	7693
FBgn0024977	373
FBgn0020369	4748
FBgn0026361	1028
FBgn0038566	0
FBgn0031950	1070
FBgn0026369	1524
FBgn0038567	0
FBgn0038564	174
FBgn0259110	6
FBgn0259111	197
FBgn0259112	449
FBgn0259113	1765
FBgn0030940	0
FBgn0039696	391
FBgn0039752	0
FBgn0039753	301
FBgn0039751	356
FBgn0039756	1208
FBgn0039757	39423
FBgn0039754	6
FBgn0039755	5
FBgn0039758	0
FBgn0039759	66
FBgn0035008	0
FBgn0037338	478
FBgn0037339	1168
FBgn0020639	0
FBgn0037332	876
FBgn0037330	1081
FBgn0020638	0
FBgn0037336	1839
FBgn0037624	3923
FBgn0037625	3
FBgn0037626	4
FBgn0037627	0
FBgn0037620	65
FBgn0037621	1500
FBgn0037622	808
FBgn0037623	110
FBgn0000173	3586
FBgn0000171	8991
FBgn0037889	5
FBgn0051885	0
FBgn0004414	0
FBgn0014849	0
FBgn0014848	0
FBgn0001170	56
FBgn0004413	60903
FBgn0020493	357
FBgn0001179	894
FBgn0050208	0
FBgn0050293	0
FBgn0050290	354
FBgn0050291	576
FBgn0050296	0
FBgn0050297	0
FBgn0050295	387
FBgn0033673	358
FBgn0050298	0
FBgn0050299	0
FBgn0027364	0
FBgn0030913	0
FBgn0003997	13
FBgn0020407	573
FBgn0027360	1866
FBgn0030912	0
FBgn0037885	197
FBgn0083936	0
FBgn0023509	710
FBgn0083938	0
FBgn0028407	5
FBgn0030915	875
FBgn0030914	0
FBgn0038196	1104
FBgn0011866	0
FBgn0011867	0
FBgn0011864	0
FBgn0011865	0
FBgn0011862	0
FBgn0011863	0
FBgn0011860	0
FBgn0011861	0
FBgn0033501	0
FBgn0033500	0
FBgn0033051	396
FBgn0033502	73
FBgn0036577	0
FBgn0033504	839
FBgn0011868	2
FBgn0036574	652
FBgn0037238	21
FBgn0058384	0
FBgn0058385	0
FBgn0058381	0
FBgn0058382	0
FBgn0033571	971
FBgn0064159	0
FBgn0037583	810
FBgn0032908	29
FBgn0032906	3165
FBgn0032907	519
FBgn0032904	500
FBgn0031835	0
FBgn0032900	10
FBgn0032901	1639
FBgn0035903	74
FBgn0083946	0
FBgn0035273	8
FBgn0035272	329
FBgn0035907	329
FBgn0035906	1089
FBgn0035277	89
FBgn0035276	91
FBgn0035279	0
FBgn0035909	2466
FBgn0083944	0
FBgn0031832	264
FBgn0033241	1937
FBgn0243486	3
FBgn0034900	0
FBgn0031786	0
FBgn0034901	0
FBgn0034902	1419
FBgn0083941	0
FBgn0033246	8218
FBgn0035730	0
FBgn0001285	0
FBgn0001281	1
FBgn0001280	2224
FBgn0029763	1556
FBgn0032359	5
FBgn0250850	1635
FBgn0250851	0
FBgn0002736	1174
FBgn0052606	3
FBgn0002734	3
FBgn0002735	13
FBgn0002732	15
FBgn0002733	133
FBgn0052601	0
FBgn0052600	0
FBgn0000079	2
FBgn0019886	940
FBgn0000078	0
FBgn0032679	2987
FBgn0032358	130
FBgn0038035	400
FBgn0032670	166
FBgn0033657	16
FBgn0032673	0
FBgn0032677	0
FBgn0033933	0
FBgn0039529	3
FBgn0023458	5574
FBgn0036723	43
FBgn0039784	0
FBgn0052939	0
FBgn0052937	0
FBgn0033938	0
FBgn0003285	3
FBgn0039634	785
FBgn0030625	175
FBgn0030624	0
FBgn0001248	5750
FBgn0036728	2796
FBgn0036729	4
FBgn0000411	0
FBgn0000413	2850
FBgn0000412	8424
FBgn0000414	1504
FBgn0000416	9737
FBgn0039492	646
FBgn0033164	3
FBgn0030905	0
FBgn0039109	1139
FBgn0039108	461
FBgn0039107	0
FBgn0039106	0
FBgn0039104	0
FBgn0003460	0
FBgn0039101	4
FBgn0003462	7795
FBgn0053519	3
FBgn0031378	283
FBgn0031379	732
FBgn0031374	1052
FBgn0031375	0
FBgn0031376	3314
FBgn0053513	4
FBgn0053514	26
FBgn0053516	11
FBgn0053517	0
FBgn0017549	873
FBgn0012066	566
FBgn0017545	9800
FBgn0036056	63
FBgn0031943	0
FBgn0036057	114
FBgn0036502	385
FBgn0016762	502
FBgn0011260	1816
FBgn0013432	745
FBgn0036500	582
FBgn0039462	95
FBgn0033021	5676
FBgn0085808	0
FBgn0037057	3099
FBgn0015946	2
FBgn0015949	2734
FBgn0053193	385
FBgn0053640	24
FBgn0031941	0
FBgn0085687	0
FBgn0085686	0
FBgn0085685	0
FBgn0085684	0
FBtr0091689	0
FBgn0085682	0
FBgn0085681	0
FBgn0085680	0
FBgn0085689	0
FBgn0085688	0
FBgn0031598	533
FBgn0031599	263
FBgn0032350	29
FBgn0031590	2753
FBgn0031591	0
FBgn0031592	0
FBgn0040321	2939
FBgn0031596	0
FBgn0031597	165
FBgn0035085	1298
FBgn0030351	460
FBgn0030350	1644
FBgn0030353	3
FBgn0030420	340
FBgn0037435	248
FBgn0037434	2764
FBgn0030425	2
FBgn0037436	0
FBgn0036810	2
FBgn0036811	125
FBgn0030429	0
FBgn0036813	1138
FBgn0036814	790
FBgn0036815	2183
FBgn0036816	2463
FBgn0036817	55
FBgn0036740	1956
FBgn0036741	759
FBgn0036742	22
FBgn0036212	74
FBgn0005638	0
FBgn0036746	599
FBgn0033995	474
FBgn0036749	31
FBgn0033998	3662
FBgn0033999	0
FBgn0036218	0
FBgn0033339	2886
FBgn0034523	325
FBgn0035509	56
FBgn0034521	576
FBgn0031946	0
FBgn0034527	440
FBgn0029877	28
FBgn0040619	0
FBgn0034529	209
FBgn0040005	2077
FBgn0036108	0
FBgn0026778	0
FBgn0002901	225
FBgn0005632	4427
FBgn0002905	810
FBgn0039488	167
FBgn0002906	785
FBgn0031945	13
FBgn0052821	0
FBgn0044011	0
FBgn0005631	1146
FBgn0035896	517
FBgn0013811	359
FBgn0013810	0
FBgn0013813	4
FBgn0013812	6
FBgn0051358	0
FBgn0010356	921
FBgn0010355	2540
FBgn0259926	33
FBgn0010352	6334
FBgn0051828	0
FBgn0051829	7
FBgn0051826	128
FBgn0051827	0
FBgn0051352	538
FBgn0051353	0
FBgn0051822	0
FBgn0051823	0
FBgn0051356	0
FBgn0051821	0
FBgn0004087	690
FBgn0085583	0
FBgn0037299	1366
FBgn0003067	2498
FBgn0037295	6
FBgn0011219	12344
FBgn0037297	713
FBgn0037296	130
FBgn0037291	0
FBgn0037290	8
FBgn0037293	1031
FBgn0037292	0
FBgn0085359	1179
FBgn0050190	93
FBgn0085429	11
FBgn0050192	0
FBgn0050195	0
FBgn0050194	20
FBgn0050197	0
FBgn0050196	0
FBgn0085423	1591
FBgn0050198	0
FBgn0085421	117
FBgn0085420	0
FBgn0085427	4
FBgn0085426	0
FBgn0085357	1
FBgn0085424	0
FBtr0114212	0
FBgn0032065	0
FBgn0032067	0
FBgn0032066	0
FBgn0032061	26
FBgn0032060	481
FBgn0004888	8099
FBgn0004889	2752
FBgn0004885	150
FBgn0004882	237
FBgn0032068	0
FBgn0004880	0
FBtr0070931	371
FBgn0052135	84
FBgn0033199	616
FBgn0039269	457
FBgn0033192	0
FBgn0033190	42
FBgn0033191	1304
FBgn0033196	237
FBgn0033194	2598
FBgn0033195	139
FBgn0032249	429
FBgn0032248	293
FBgn0052133	831
FBgn0039299	0
FBgn0039298	0
FBgn0031948	215
FBgn0039920	427
FBgn0039923	1366
FBgn0039294	77
FBgn0039925	7
FBgn0039924	1654
FBgn0039291	248
FBgn0032246	3572
FBgn0053330	56
FBgn0001612	482
FBgn0053012	0
FBgn0051383	0
FBgn0053447	0
FBgn0014454	0
FBgn0014455	1280
FBgn0053445	0
FBgn0041250	0
FBgn0053017	3
FBgn0041252	0
FBgn0053442	0
FBgn0004175	0
FBgn0025693	1452
FBgn0053441	0
FBgn0011694	0
FBgn0037996	6
FBgn0037994	0
FBgn0037995	0
FBgn0053213	213
FBgn0037993	0
FBgn0037998	934
FBgn0037999	1423
FBgn0035594	0
FBgn0035590	347
FBgn0035591	260
FBgn0035592	808
FBgn0035593	534
FBgn0035598	0
FBgn0040102	5
FBgn0028523	709
FBgn0003302	127
FBgn0028520	0
FBgn0025335	634
FBgn0025334	0
FBgn0028525	6
FBgn0025336	565
FBgn0028529	519
FBgn0029692	0
FBgn0029693	406
FBgn0029690	0
FBgn0029123	1
FBgn0029696	0
FBgn0029697	0
FBgn0029694	0
FBgn0040973	2
FBgn0029128	7
FBgn0035048	590
FBgn0038529	0
FBgn0038526	0
FBgn0038527	0
FBgn0038524	482
FBgn0038525	0
FBgn0035734	0
FBgn0035735	0
FBgn0035736	0
FBgn0035041	0
FBgn0005626	8
FBgn0051678	1283
FBgn0039124	0
FBgn0259868	0
FBgn0259869	0
FBgn0259864	0
FBgn0259865	0
FBgn0259866	0
FBgn0259867	0
FBgn0259860	0
FBgn0259861	0
FBgn0259862	0
FBgn0259863	0
FBgn0031745	0
FBgn0031296	4459
FBgn0031295	6
FBgn0031294	118
FBgn0031741	0
FBgn0031292	4
FBgn0031749	19
FBgn0031299	235
FBgn0031298	1562
FBgn0017482	479
FBgn0040798	0
FBgn0040998	2
FBgn0052034	0
FBgn0052036	6
FBgn0052037	16
FBgn0052030	120
FBgn0052033	31
FBgn0025595	5
FBgn0052038	699
FBgn0052039	492
FBgn0025593	4
FBgn0025592	432
FBgn0010905	854
FBgn0011739	1417
FBgn0010909	8004
FBgn0016691	5417
FBgn0026164	0
FBgn0033402	726
FBgn0043010	798
FBgn0026160	1361
FBgn0026163	0
FBgn0026162	0
FBgn0026169	4
FBgn0051232	1479
FBgn0016687	2385
FBgn0016685	8744
FBgn0016684	45
FBgn0031423	0
FBgn0051105	0
FBgn0051104	4
FBgn0051106	0
STRG.8191	501
FBgn0051100	0
FBgn0051103	0
FBgn0051102	0
FBgn0023197	0
FBgn0051109	103
FBgn0051108	495
FBgn0033404	0
FBgn0053771	0
FBgn0040607	0
FBgn0000996	2160
FBgn0259139	8035
FBgn0033405	0
FBgn0039734	6
FBgn0039735	3555
FBgn0039736	45
FBgn0039737	4771
FBgn0039730	1079
FBgn0039731	253
FBgn0039732	256
FBgn0039733	685
FBgn0038516	2474
FBgn0039738	527
FBgn0039739	0
FBgn0031127	8
FBgn0031126	422
FBgn0030658	1210
FBgn0030659	202
FBgn0037358	801
FBgn0037359	157
FBgn0037608	852
FBgn0037609	875
FBgn0037354	1401
FBgn0037607	10973
FBgn0014135	574
FBgn0030653	101
FBgn0037350	199
FBgn0038858	344
FBgn0037352	10
FBgn0030657	121
FBtr0085889	0
FBgn0011743	0
FBgn0011742	4315
FBgn0011741	2301
FBgn0011740	1135
FBgn0011747	4212
FBgn0011746	4
FBgn0011745	3129
FBgn0011744	5285
FBgn0053901	0
FBgn0037468	6447
FBgn0035572	2
FBgn0030309	1594
FBgn0058204	0
FBgn0040284	3715
FBgn0040285	1612
FBgn0040286	2603
FBgn0040280	4
FBgn0035570	0
FBgn0040282	117
FBgn0040931	1186
FBgn0035147	12080
FBgn0050509	0
FBgn0014869	1536
FBgn0014868	7012
FBgn0033408	3
FBgn0020368	283
FBgn0014865	0
FBgn0050503	0
FBgn0034053	12
FBgn0050506	0
FBgn0035145	2808
FBgn0014863	12
FBgn0038857	820
FBgn0065102	1
FBgn0035144	355
FBgn0035178	0
FBgn0038854	1634
FBgn0027348	284
FBgn0037463	0
FBgn0051380	0
FBgn0035143	8
FBgn0053908	0
FBgn0027342	146
FBgn0027343	19
FBgn0033297	0
FBgn0027341	33
FBgn0034959	476
FBgn0034958	1561
FBgn0035141	590
FBgn0083055	2
FBgn0004190	3
FBgn0034951	519
FBgn0034950	7
FBgn0034957	0
FBgn0034956	60
FBgn0065107	2
FBgn0040235	740
FBgn0038069	0
FBgn0038068	4
FBgn0030304	0
FBgn0030221	0
FBgn0038063	0
FBgn0039859	91
FBgn0030305	1919
FBgn0083919	1981
FBgn0038065	5670
FBgn0032378	1385
FBgn0039005	9
FBgn0036003	0
FBgn0032375	41
FBgn0036000	546
FBgn0033079	3761
FBgn0036558	1521
FBgn0036005	487
FBgn0036004	1665
FBgn0033075	767
FBgn0033074	7
FBgn0036557	334
FBgn0036008	285
FBgn0036551	36
FBgn0039857	27699
FBgn0036553	5
FBgn0036552	1
FBgn0039856	21
FBgn0033309	1169
FBgn0039851	5
FBgn0015622	3718
FBgn0036228	0
FBgn0015624	3391
FBgn0015625	635
FBgn0039850	0
FBgn0036227	0
FBgn0001114	4325
FBgn0036225	0
FBgn0028541	760
FBgn0033304	12
FBgn0035921	0
FBgn0035923	377
FBgn0035922	0
FBgn0035929	0
FBgn0033756	61
FBgn0036222	0
FBgn0028542	0
FBgn0036221	0
FBgn0041702	354
FBgn0001234	5391
FBgn0033751	1587
FBgn0028546	949
FBgn0037640	0
FBgn0004698	2099
FBgn0037315	1975
FBgn0025800	2750
FBgn0052625	9
FBgn0085678	0
FBgn0052627	65
FBgn0052626	2306
FBgn0052628	99
FBgn0037645	0
FBgn0086661	3
FBgn0034513	0
FBgn0083009	0
FBgn0083008	3
FBgn0031777	187
FBgn0034512	3
FBgn0083003	4
FBgn0031918	19
FBgn0083001	11
FBgn0083000	7
FBgn0083007	2
FBgn0037648	606
FBgn0083005	25
FBgn0083004	9
FBgn0032652	0
FBgn0032653	9
FBgn0032650	0
FBgn0032651	0
FBgn0032656	269
FBgn0032654	0
FBgn0032655	0
FBgn0032658	0
FBgn0032659	0
FBgn0031914	0
FBgn0034846	1
FBgn0001150	20
FBgn0052485	612
FBgn0052484	1258
FBgn0052487	0
FBgn0052486	992
FBgn0025458	1656
FBgn0052480	0
FBgn0052483	347
FBgn0052482	0
FBgn0025454	9
FBgn0031910	157
FBgn0025456	52
FBgn0025457	1358
FBgn0052488	0
FBgn0003261	18932
FBgn0003267	0
FBgn0031912	1677
FBgn0015600	23
FBgn0031913	3436
FBgn0010497	665
FBgn0029591	0
FBgn0029590	0
FBgn0034032	330
FBgn0029594	592
FBgn0029596	47
FBgn0053680	0
FBgn0053681	0
FBgn0053687	0
FBgn0086451	1457
FBgn0086450	3711
FBgn0062928	737
FBgn0063382	2
FBgn0063383	0
FBgn0063380	1
FBgn0063381	1
FBgn0063386	2
FBgn0063387	0
FBgn0063384	1
FBgn0063385	1
FBgn0063388	1
FBgn0063389	1
FBgn0039120	2402
FBgn0039122	1209
FBgn0039125	744
FBgn0082925	8
FBgn0039127	22
FBgn0259704	984
FBgn0039129	114
FBgn0039128	143
FBgn0053532	8
FBgn0053533	4
FBgn0053530	0
FBgn0053531	1
FBgn0053536	0
FBgn0053537	0
FBgn0053534	0
FBgn0031351	194
FBgn0259701	0
FBgn0053538	0
FBgn0053539	0
FBgn0031359	1394
FBgn0017561	0
FBgn0038584	678
FBgn0012042	0
FBgn0017567	1748
FBgn0017566	5704
FBgn0012049	2678
FBgn0038586	270
FBgn0050199	0
FBgn0039635	2485
FBgn0011244	0
FBgn0038587	4348
FBgn0011241	230
FBgn0044048	0
FBgn0044049	2
FBgn0037794	355
FBgn0030532	45
FBgn0038582	158
FBgn0038583	214
FBgn0030164	0
FBgn0036311	38
FBgn0039630	39
FBgn0037797	0
FBgn0030537	0
FBgn0036949	11
FBgn0019637	1640
FBgn0041622	0
FBgn0037792	918
FBgn0036947	0
FBgn0027550	119
FBgn0061469	1572
FBgn0019982	708
FBgn0004432	23719
FBgn0036942	182
FBgn0004431	0
FBgn0034720	0
FBgn0034721	0
FBgn0034722	1421
FBgn0034723	5
FBgn0034724	176
FBgn0034725	15
FBgn0034726	692
FBgn0034727	735
FBgn0034728	1471
FBgn0034729	258
FBgn0034098	2636
FBgn0034099	0
FBgn0001404	1486
FBgn0038651	1813
FBgn0038652	80
FBgn0038653	0
FBgn0038654	0
FBgn0004435	2349
FBgn0038656	0
FBgn0038658	3
FBgn0038659	1074
FBgn0004926	16785
FBgn0041624	0
FBgn0036832	0
FBgn0036833	0
FBgn0030407	58
FBgn0030406	408
FBgn0036836	66
FBgn0030400	1639
FBgn0030403	1653
FBgn0036835	3
FBgn0036838	972
FBgn0036839	0
FBgn0030409	0
FBgn0030408	0
FBgn0034898	109
FBgn0034899	0
FBgn0034893	599
FBgn0034897	2108
FBgn0034894	973
FBgn0004380	650
FBgn0040634	63
FBgn0038388	482
FBgn0038389	175
FBgn0034540	7
FBgn0010110	1126
FBgn0010113	394
FBgn0034543	542
FBgn0038380	0
FBgn0038381	15
FBgn0034548	0
FBgn0038387	406
FBgn0051591	0
FBgn0026753	6415
FBgn0026751	1644
FBgn0026756	0
FBgn0026754	0
FBgn0026755	0
FBgn0026758	891
FBgn0082989	4
FBgn0082988	5
FBgn0036881	0
FBgn0019643	3
FBgn0082981	3
FBgn0033128	0
FBgn0082983	6
FBgn0082987	13
FBgn0082986	7
FBgn0010379	2719
FBgn0031622	3
FBgn0031459	3074
FBgn0015320	1823
FBgn0021906	8317
FBgn0015323	0
FBgn0051373	7
FBgn0051370	286
FBgn0051371	0
FBgn0051374	9
FBgn0031627	0
FBgn0000039	0
FBgn0000038	0
FBgn0000032	604
FBgn0000037	4
FBgn0000036	3
FBgn0015773	0
FBgn0082181	0
FBgn0082180	0
FBgn0036768	0
FBgn0036769	3
FBgn0085409	0
FBgn0085408	47
FBgn0036762	4846
FBgn0036763	842
FBgn0036760	558
FBgn0036761	1432
FBgn0036766	0
FBgn0085400	0
FBgn0036764	1207
FBgn0085402	3936
FBgn0043842	3017
FBgn0032006	36301
FBgn0032005	8632
FBgn0032004	619
FBgn0032003	20
FBgn0043841	10191
FBgn0032001	618
FBgn0032000	912
FBgn0004860	105
FBgn0004861	1060
FBgn0037019	427
FBgn0037018	597
FBgn0004864	1663
FBgn0004865	40
FBgn0040028	0
FBgn0004867	37669
FBgn0004868	3647
FBgn0037012	127
FBgn0037011	694
FBgn0037010	1601
FBgn0037017	115
FBgn0037016	227
FBgn0037015	0
FBgn0037014	0
FBgn0005198	1191
FBgn0038097	8
FBgn0036498	0
FBgn0036499	0
FBgn0036494	0
FBgn0036495	0
FBgn0036496	0
FBgn0036497	0
FBgn0036490	0
FBgn0036491	0
FBgn0036492	0
FBgn0036493	641
FBgn0037552	1440
FBgn0010433	0
FBgn0001324	1957
FBgn0053054	751
FBgn0053057	84
FBgn0053056	1172
FBgn0001320	0
FBgn0001321	0
FBgn0001323	0
FBgn0040814	0
FBgn0031458	758
FBtr0091809	0
FBgn0012017	0
FBtr0091806	0
FBgn0053239	0
FBgn0053238	0
FBgn0053231	0
FBgn0053230	250
FBgn0053233	0
FBgn0053234	0
FBgn0053237	0
FBgn0053236	0
FBgn0034296	0
FBgn0024191	282
FBgn0024196	2272
FBgn0024194	1633
FBgn0038897	14
FBgn0038894	9
FBgn0038892	0
FBgn0038893	638
FBgn0038890	3178
FBgn0038891	0
FBgn0033718	802
FBgn0020756	3937
FBgn0033710	5
FBgn0033712	222
FBgn0033713	573
FBgn0033714	2183
FBgn0033715	836
FBgn0033716	515
FBgn0033717	2761
FBgn0028504	280
FBgn0028507	1237
FBgn0028506	552
FBgn0022936	818
FBgn0028500	2019
FBgn0022935	825
FBgn0028509	310
FBgn0004657	11981
FBgn0024998	369
FBgn0004656	5868
FBgn0024992	2259
FBgn0024993	123
FBgn0024991	583
FBgn0024996	698
FBgn0024997	288
FBgn0024994	778
FBgn0024995	6
FBgn0035713	1934
FBgn0035710	390
FBgn0035711	0
FBgn0035714	468
FBgn0035715	2401
FBgn0002673	116
FBgn0020280	0
FBgn0035719	205
FBgn0000241	3
FBgn0259846	0
FBgn0259847	0
FBgn0259844	0
FBgn0259845	0
FBgn0039319	0
FBgn0259843	0
FBgn0259840	0
FBgn0259841	0
FBgn0003676	5963
FBgn0259848	0
FBgn0259849	0
FBgn0040020	669
FBgn0032409	683
FBgn0052548	0
FBgn0052549	2468
FBgn0032408	415
FBgn0052016	397
FBgn0052541	0
FBgn0052544	2
FBgn0052546	0
FBgn0052547	10
FBgn0063261	0
FBtr0114226	0
FBgn0045761	369
FBgn0032401	41
FBtr0070097	22
FBgn0029105	0
FBgn0027539	439
FBgn0040022	1550
FBgn0037530	3175
FBgn0000449	0
FBgn0050374	2
FBgn0034137	26
FBgn0032406	0
FBgn0052602	0
FBgn0039325	0
FBgn0025712	30
FBgn0037098	1718
FBgn0039324	0
FBgn0025716	1607
FBgn0037531	426
FBgn0003090	5
FBgn0003091	0
FBgn0003093	1103
FBgn0052983	0
FBgn0036886	702
FBgn0031729	0
FBgn0031728	0
FBgn0064126	27
FBgn0031725	0
FBgn0031724	0
FBgn0031723	0
FBgn0064122	273
FBgn0031721	0
FBgn0031720	0
FBgn0030098	6
FBgn0033526	573
FBgn0030096	1034
FBgn0030097	4
FBgn0034238	127
FBgn0030092	226
FBgn0030093	1842
FBgn0030090	26
FBgn0050378	3
FBgn0037478	651
FBgn0051752	0
FBgn0000206	0
FBgn0037533	4246
FBgn0259150	0
FBgn0259151	0
FBgn0033765	3552
FBgn0039719	0
FBgn0040108	6186
FBgn0039714	621
FBgn0039712	1089
FBgn0039713	76959
FBgn0039710	933
FBgn0039711	874
FBgn0034391	61
FBgn0034390	1188
FBgn0034392	892
FBgn0034394	0
FBgn0034397	20
FBgn0034396	712
FBgn0034399	946
FBgn0030399	0
FBgn0037534	3
FBgn0037166	189
FBgn0037376	2286
FBgn0041710	1021
FBgn0037374	1243
FBgn0030895	5
FBgn0037372	332
FBgn0030893	1128
FBgn0030674	1136
FBgn0030675	139
FBgn0041719	0
FBgn0041718	0
FBgn0030678	743
FBgn0026597	1907
FBgn0030898	0
FBgn0030899	0
FBgn0026598	591
FBgn0011769	121
FBgn0011768	3996
FBgn0011764	2541
FBgn0037535	468
FBgn0011766	4752
FBgn0011761	92
FBgn0011760	4646
FBgn0011763	3833
FBgn0011762	234
FBgn0029818	7270
FBgn0029819	3364
FBgn0037168	0
FBgn0040106	0
FBgn0029810	10
FBgn0029811	0
FBgn0029812	0
FBgn0029813	159
FBgn0029814	2
FBgn0029815	0
FBgn0029816	2
FBgn0029817	2
FBgn0025790	1884
FBgn0010583	972
FBgn0051169	372
FBgn0051167	0
FBgn0051166	0
FBgn0051165	0
FBgn0051164	0
FBgn0051163	26
FBgn0051162	0
FBgn0032161	152
FBgn0085539	0
FBgn0085538	0
FBgn0034153	0
FBgn0033273	787
FBgn0033272	1158
FBgn0033271	31
FBgn0033277	6
FBgn0033275	0
FBgn0033274	309
FBgn0033279	0
FBgn0033278	0
FBgn0067782	0
FBgn0067693	0
FBgn0034979	0
FBgn0034978	0
FBgn0083979	0
FBgn0083978	0
FBgn0034975	1417
FBgn0083976	31
FBgn0083975	40
FBgn0034976	496
FBgn0083973	6
FBgn0083972	38
FBgn0034973	0
